utt_id,seed,n_cands,mbr_idx,mbr_hyp
6467-94831-0000-1817,2024,16,0,pellecks knuckers the general leup men of the hall had just brought the boys up from cedrville to whichs place they had journeyed from ittaka on the regular afternoon boat running up kyugai
6467-94831-0001-1818,2024,16,10,with the rovers had come fred garrison laddie colby and several others of their old schoolchumps
6467-94831-0002-1819,2024,16,3,oh how do youe do missus stonk
6467-94831-0003-1820,2024,16,0,and he ran to maet the her teacher
6467-94831-0004-1821,2024,16,0,well thomas i hope you have left all your tranks behind observed george ton
6467-94831-0005-1822,2024,16,0,hollo alec
6467-94831-0006-1823,2024,16,8,ave gained fifteen pounds and
6467-94831-0007-1824,2024,16,2,y ll let me go say yore a sticken plins in my hand hold pop
6467-94831-0008-1825,2024,16,4,he moaned as tom ran off throwing away several tiny tacks as he did so
6467-94831-0009-1826,2024,6,1,so you have come back have you
6467-94831-0010-1827,2024,6,2,observed missus greene as tom stopped at the kitchen door
6467-94831-0011-1828,2024,2,0,asked tom and then his face fell
6467-94831-0012-1829,2024,16,7,oh dear you always did put me down as the worst boy in the school when i id do my very best and almost sobbing tom put his face up against the coat sleeve
6467-94831-0013-1830,2024,16,2,missus green was very tender hearted in spite of her somewhat free tongue and she was all sympathy immediately
6467-94831-0014-1831,2024,16,3,dear there at home i didn t mean to hurt your feelings he said soothingly
6467-94831-0015-1832,2024,2,1,i i dont know sobbed tom
6467-94831-0016-1833,2024,5,0,come sit down and have a pie that s a good boy
6467-94831-0017-1834,2024,16,1,it s really like home he murmured presently
6467-94831-0018-1835,2024,16,10,missus green when you die they ought to adtact an athlipic monument over your grave
6467-94831-0019-1836,2024,9,0,what was her trouble tom prensumption
6467-94831-0020-1837,2024,4,0,and yet with it all she couldn t help but like the boy
6467-94831-0021-1838,2024,16,0,and to think the terms just began
6467-94831-0022-1839,2024,16,14,and he mopped his bow with his thrid bandanna handkerchief
6467-94831-0023-1840,2024,16,1,what kind of jolk is that master owar
6467-94831-0024-1841,2024,6,0,oh it s not a joke you re handsome
6467-94831-0025-1842,2024,10,0,have you got a camera to be sure here it is
6467-94831-0026-1843,2024,2,0,sam drew a tiny box from his pocket
6467-94831-0027-1844,2024,16,7,now stand still and i ll take a snap sht
6467-94831-0028-1845,2024,16,7,noll stand up straight and look happy
6467-94831-0029-1846,2024,4,0,cried sam as the crowd collected around
6467-94831-0030-1847,2024,2,1,raise your right hand to your breast just as old statesmen do
6467-94831-0031-1848,2024,10,8,now wait a minute and the pitter will be finished
6467-94831-0032-1849,2024,16,0,no this is a new patented process
6467-94831-0033-1850,2024,4,0,sam drew a square of the tent from the box
6467-94831-0034-1851,2024,16,12,i don t see any feiter groaned snuggers looking at the square blankly
6467-94831-0035-1852,2024,16,7,as a little freshd
6467-94831-0036-1853,2024,16,12,the boys gathered around set up a shur
6467-94831-0037-1854,2024,16,2,sam rover a l kit square see if i don t
6467-94831-0038-1855,2024,16,10,demanded sam innocently is he lad a good picture
6467-94831-0039-1856,2024,16,0,show me off for the donkey
6467-94831-0040-1857,2024,16,6,a donkey or pellek i did nothing of the find
6467-94831-0041-1858,2024,11,1,it s a donkeys head i say
6467-94831-0042-1859,2024,16,2,and i say its your picture
6467-94831-0043-1860,2024,16,10,i guess i know a donkey s head when i see it mastered roer
6467-94831-0044-1861,2024,16,0,haleck there is some mistake here
6467-94831-0045-1862,2024,6,2,oh you cant joke me no more
6467-62797-0000-1863,2024,2,0,out of curiosity he hung one of them outside his house
6467-62797-0001-1864,2024,16,10,in cases of scottwin stin the mayrah medicine men rub up patent blouses with human milk or juice of the milk hedge plant e four pierre through rucalla and apply them to the parts
6467-62797-0002-1865,2024,16,9,when the umalical card of a conte pebeis s laws off a spider is burnt in the fire and its ashes are placed in a cocanage shell mixed with castra oil and applied by means of a fowl s feather to the navel
6467-62797-0003-1866,2024,10,0,they then call the dead man by his name and eagerly wait till some insects settle on the cloth
6467-62797-0004-1867,2024,3,0,blood was described as oozing out of his eyes
6467-62797-0005-1868,2024,16,7,make the patient suck the milk off depressed of a woman whose baby is more than eight days old
6467-62797-0006-1869,2024,16,0,his campoy told him of a case in which death was said to have resulted from eating one of these animals cooked with subjact fruit
6467-62797-0007-1870,2024,16,11,a few years ago scare arose in connection with an insect which was said to have taken up its averard in imported german glass beangles which complete with the indigenious industry of the gasulo bangle makers the insect was to put it to lie low on the bangle till it was purchased when it would come out and nip the bearer after warning her to get her affairs in order before succumbing
6467-56885-0000-1871,2024,13,4,his body was long and slender hard and agile his sight keen his aim unerring
6467-56885-0001-1872,2024,16,4,in the month of agraheen kanti had gone out shooting near the swamp of ndii with a few sporting companions
6467-56885-0002-1873,2024,16,1,one morning as canne was seated in his boat cleaning a favorite gun he suddenly started at what he thought was the cry of wa dock looking up he saw a valet maiden coming to the waters edge with two white tcklings clasped to her breast
6467-56885-0003-1874,2024,5,0,the girl put the birds into the water and watched them anxiously
6467-56885-0004-1875,2024,16,2,looking round caranty saw one of his men winding an unloaded gun at the docks
6467-56885-0005-1876,2024,16,1,ante went on cleaning his gun
6467-56885-0006-1877,2024,16,2,after cananty had eaten and drunk the brahman begged him to introduce himself canantty gave his own name his father s name and yet to service home and then said in the usual way if i can be of any service sir i shall deem myself fortunate
6467-56885-0007-1878,2024,16,12,so saying cany repeated his salute and went back
6467-56885-0008-1879,2024,16,2,the brick built mansion of the mazumars had been borrowed for the bearing ceremony which was fixed for the next mark askanti did not wish to delay
6467-56885-0009-1880,2024,16,1,in due time the bridegroom arrived on his elephant with drums and music and with a torchlight procession and the ceremony began
